contentId,If you liked,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
-6840859460575237450,Este texto do Ranieri é a melhor coisa que você lerá hoje,Programa de Demissão Voluntária na Moto Honda tem mais de 500 adesões,Aplicativo gratuito permite gerenciar Consórcio Honda diretamente do celular - Notícias - Auto Estrada,Will blockchain drive the fourth Industrial Revolution?,Especial Agrishow: Soluções de agricultura de precisão elevam produtividade e aumentam a qualidade do plantio,Bayer propõe comprar Monsanto para formar a maior agroquímica do mundo
-6820241302436968068,Goodbye accountants! Startup builds AI to automate all your accounting,Transfer Style But Not Color,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,Why image recognition is about to transform business,Making open source data more available,Blaise Agüera y Arcas: How computers are learning to be creative
-6783772548752091658,Livro: Retrospectivas Divertidas,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",A minha viagem à Maternidade #tetodomundo,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,"Para neurociência, motivação não é fator principal em mudança de hábitos",Cinco competências comportamentais para você ser um bom líder
-6778286518036232293,The Future of Business is Design,"Netflix says Geography, Age, and Gender are ""Garbage"" for Predicting Taste",O tênue equilíbrio da equipe que desenha produtos digitais,Big IT Rising,"Google, Amazon and the upcoming battle over AI Assistants",Why the customer experience matters
-6772940823843058601,Visa inaugura centro para inovação em pagamento digital | EXAME.com,Building Flipkart Lite: A Progressive Web App,Building Spring Cloud Microservices That Strangle Legacy Systems,"Don't Start Big, Start a Little Snowball",Internet of Things Drives Outcome-Based Business Models,gotwarlost/istanbul
-6728844082024523434,Seniority,When to make a Git Commit,The Ten Commandments of Egoless Programming,The Ultimate Solution to Versioning REST APIs: Content Negotiation,Mastering Bash and Terminal,A Googler analyzed a billion files to settle the programming dispute made famous by HBO's 'Silicon Valley'
-6727357771678896471,This Super Accurate Portrait Selection Tech Uses Neural Networks,Artificial intelligence is changing SEO faster than you think,The barbell effect of machine learning.,Lists are the new search,Up your app's sharing game with DirectShare - Google Developers,Ordering coffee in Italy: the 10 commandments
-6726685468116057064,Steak Tartare com Salada Verde,Evernote anuncia integração com Google Drive | Google Discovery,Google Cloud Goes to the Farm,"Google lança Science Journal, aplicativo de ciências para Android | Google Discovery",Wide & Deep Learning: Better Together with TensorFlow,Here's proof that Google is getting serious about battling Facebook in a key area
-6707474286910397949,The Death of Drupal Commerce as an Ecommerce Solution - Third & Grove,Dries Distributions remain a growing opportunity for Drupal - Buytaert,Dries Buytaert,Why Is Learning Drupal Hard?,Acquia Engage Awards Finalists Announced,Who sponsors Drupal development? | Dries Buytaert
-6697357763177451167,Starbucks tem mais dinheiro do cliente em cartões do que bancos,XP quer ter banco no Brasil e vai abrir escritório em Genebra este mês,Cade autoriza Itaú Unibanco e Mastercard a criarem nova bandeira de cartão,Por que o segundo maior banco da Alemanha decidiu entrar no Brasil com R$ 240 milhões?,Banco desafia empreendedores e estudantes de tecnologia a buscarem inovação para processos | EXAME.com,Visa Introduces NFC-Enabled Payment Ring for Team Visa Sponsored Athletes to Use at Rio 2016 Olympic Games
-6654470039478316910,Advanced Android Espresso,Google vai reduzir em 50% consumo de memória do Chrome | Google Discovery,The technology behind preview photos,Using DiffUtil in Android RecyclerView,On DRY and the cost of wrongful abstractions,Android Studio 2.2
-6643406494673362190,Vendas da Netshoes crescem 267% em dispositivos móveis no 1º semestre - 24Brasil,As compras e os hábitos dos brasileiros no shopping | EXAME.com,Mercado de Cosméticos no Brasil - Setor que não conhece crise!,Não existe frete grátis!,Visual Thinking and Learning 3.0 working together at Walmart.com | Happy Melly,Cia. Hering sincroniza diferentes marcas em um único portal de compras
-6642751159620064055,What to look for in a code review ,14 Cool Drupal 8 modules for site builders | August 2016,Drupal and ambitious digital experiences,Why Is Learning Drupal Hard?,The Death of Drupal Commerce as an Ecommerce Solution - Third & Grove,Dries Distributions remain a growing opportunity for Drupal - Buytaert
-6623581327558800021,"Spanner, the Google Database That Mastered Time, Is Now Open to Everyone","What do you mean by ""Event-Driven""?",When to make a Git Commit,Don't document your code. Code your documentation.,Labelling automated builds on Docker Hub - Microscaling Systems,Inteligência artificial da IBM criou 'trailer perfeito' para filme
-6603970730135147059,Pesquisadores do MIT desenvolvem tecnologia que digitaliza livros fechados - Geek,Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,Inteligência artificial da IBM criou 'trailer perfeito' para filme,Laboratório da Disney cria robô que pula,The hardest thing in computer science
-6603351162010419903,VersionOne AgilelIVE™ Webinar Series| SAFe® Expert Webinar,How One Jira Ticket Made My Employer $1MM/Month: 7 Metrics that Actually Matter - JavaScript Scene,Changing change management,Por que a limitação da banda larga é uma forma de ignorar o futuro,Como resolver conflitos no ambiente corporativo us,Skill swarms - a new way to share expertise and work smarter together - Skillhive
-6592496241044177853,"Create Intelligent, Context-Aware Apps with the Google Awareness APIs | Android Developers Blog",Bitbucket Pipelines Beta: continuous delivery inside Bitbucket - Bitbucket,A digital crack in banking's business model,Accidental discovery could help batteries last years longer,Usability Heuristics for Bots - Chatbots Magazine,The rise of APIs
-6590819806697898649,Listas com RecyclerView - Android Dev BR,My experience with Google's Associate Android Developer Certification,What makes a good (Android) Software Engineer,Using DiffUtil in Android RecyclerView,Android Developers Summer Reading List,Advanced Android Espresso
-6590064508646491981,Kotlin no Backend (Parte 2) :: Concrete Solutions,"Kotlin in Production - What works, Whats broken",Combining Spring Boot and JDBI,The Netflix Tech Blog: Engineering Trade-Offs and The Netflix API Re-Architecture,Micro Profile JavaEE com Wildfly Swarm,Communication patterns in a Microservice world
-6584408680441477889,O que é liderança? Liderança é fazer a diversidade funcionar.,"Para rebater Estatuto da Família, campanha muda significado de 'família' no Dicionário Houaiss","No dia das mães, Avon lança campanha com mãe de jovem gay",De piada sobre TPM a servir cafezinho: como lidar com machismo no trabalho?,Neural networks are inadvertently learning our language's hidden gender biases,Introducing Ask a Female Engineer
-6579094253358169934,"Who Owns Digital Transformation? According To A New Survey, It's Not The CIO",Innovation is in all the wrong places,Why the customer experience matters,Assessing Salesforce's platform and ecosystem | ZDNet,You won't recognize the new world of digital payments without this report,The economic essentials of digital strategy
-6545872007932025533,Why Silicon Valley is all wrong about Apple's AirPods - Chris Messina,A Googler analyzed a billion files to settle the programming dispute made famous by HBO's 'Silicon Valley',"A whole new GitHub Universe: announcing new tools, forums, and features",bliki: StranglerApplication,You SHOULD Learn Vanilla JavaScript Before JS Frameworks - Snipcart,Squads não-suicidas - Hipsters #08
-6542996094878850014,How One Jira Ticket Made My Employer $1MM/Month: 7 Metrics that Actually Matter - JavaScript Scene,VersionOne AgilelIVE™ Webinar Series| SAFe® Expert Webinar,Livro: Retrospectivas Divertidas,"Para neurociência, motivação não é fator principal em mudança de hábitos",4 Reasons Managers Should Spend More Time on Coaching,"If you think women in tech is just a pipeline problem, you haven't been paying attention - Tech Diversity Files"
-6523871595334455509,"CSP Is Dead, Long Live CSP! On the Insecurity of Whitelists and the Future of Content Security Policy",Closure Compiler in JavaScript,Internet of Things Drives Outcome-Based Business Models,Cubr,Standing on the Shoulders of Giants - Built to Adapt,Samsung lança dispositivo para deixar carro conectado a partir de chip 4G - Link - Estadão
-6484638837208285334,"5 awesome Google Keep features you aren't using, but should be",8 Insanely Simple Productivity Hacks,Algorithms and architecture for job recommendations,"No, Apple isn't the next BlackBerry - it's the next Microsoft",Top 10 Intranet Trends of 2016,Chat Smarter with Allo
-6467708104873171151,5 reasons your employees aren't sharing their knowledge,"Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack",Seria Stranger Things uma obra de arte do algoritmo da Netflix?,Why Google App Engine rocks: A Google engineer's take,"Secret's founder returns with Bold, a Medium for enterprise","How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel"
-6444494220871855741,Novo padrão de rede cabeada pode oferecer até 5 Gbps transferência de dados,Communication patterns in a Microservice world,One weird trick that will change the way you code forever: JavaScript TDD,Our password hashing has no clothes,​Microsoft and Canonical partner to bring Ubuntu to Windows 10 | ZDNet,Standing on the Shoulders of Giants - Built to Adapt
-6400214860728938634,"How to build a robot that ""sees"" with $100 and TensorFlow",Cubr,"Don't Start Big, Start a Little Snowball",bliki: StranglerApplication,Closure Compiler in JavaScript,Google's cloud platform is now a force to be reckoned with
-6369211973034956889,Getting Started with Activity & Fragment Transitions (part 1),StrictMode for Runtime Analysis on Android - Google Developers,Building more accessible technology,"Fresco, sim! - Android Dev BR",What the Google I/O schedule tells us about the future of Android,Firebase Test Lab for Android
-6347212504547574224,Building more accessible technology,Getting Started with Activity & Fragment Transitions (part 1),Progressive Web App - first introduced on Google I/O | airberlin,Why porting an iOS design to Android will not work,Designing smart notifications,"Google acquires Synergyse, an interactive training service for Google Apps"
