contentId,If you liked,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
-5.88195E+18,How Robots Can Acquire New Skills from Their Shared Experience,Machine Learning Is No Longer Just for Experts,Google DeepMind researchers built a deep-learning system capable of learning from very little data.,Why Deep Learning Is Suddenly Changing Your Life,Baidu Research grills AI models on deep learning,Stop Coding Machine Learning Algorithms From Scratch - Machine Learning Mastery
5.81794E+18,Today in Apple history: Steve Jobs passes away | Cult of Mac,Today in Apple history: Steve Jobs passes away | Cult of Mac,Today in Apple history: World prepares for the NeXT Computer | Cult of Mac,Today in Apple history: 'Here's to the crazy ones...' | Cult of Mac,Today in Apple history: iCloud takes our files and photos to the sky | Cult of Mac,"R.I.P. David Bunnell, founder of MacWorld | Cult of Mac"
-7.5559E+18,ConstraintLayout - Part 1,Building interfaces with ConstraintLayout - Google Developers,Using Display Suite in Drupal 8: How to Customize Content Pages - WebWash,How to build cross-platform mobile apps using nothing more than a JSON markup,Support Ended for Eclipse Android Developer Tools,RecyclerView Prefetch - Google Developers
-4.48702E+18,Visa inaugura Co-Creation Center em São Paulo,Visa anuncia plataforma para pagamentos B2B internacionais com tecnologia blockchain - Startupi,"IBM e Visa transformam automóveis, eletrodomésticos e outros dispositivos conectados em potenciais pontos de vendas",Primeiro chatbot do varejo brasileiro no Facebook Messenger já está funcionando - Startupi,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi
-1.45234E+18,Globo G1 lança Bot para o Telegram que te ajuda a estudar para o Enem,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,O que é benchmarking? Veja quando um concorrente se torna inspiração!,O futuro das interfaces: Chatbots - Tableless,Como o Trello foi de 4 a 17 milhões de usuários
-1.25126E+18,Use Poka-Yoke Technique to Improve Software Quality,[Article] Poka Yoke: o que é e como implementar | Endeavor Brasil,Build Quality In: The Key to Continuous Delivery in Kanban,12 Agile principles,Time to Re-Think Design Thinking,The new tech talent you need to succeed in digital
-6.37051E+17,Most experts say AI isn't as much of a threat as you might think,Andrew Ng: What AI Can and Can't Do,Here's how The White House wants the U.S. to approach AI R&D,Top 10 Hot Artificial Intelligence (AI) Technologies,The Non-Technical Guide to Machine Learning & Artificial Intelligence - Machine Learnings,Democratizing AI
3.63798E+17,To Be Continued: Helping you find shows you want to continue watching,ŷhat | Classifying handwritten digits using TensorFlow,New Early Adopter Programs: Team Drives and a new Hangouts video meetings experience,"Practical advice for analysis of large, complex data sets",Moving the Drupal 8 workflow initiative along,The Complete Google Analytics Audit Checklist | Optimization Up
-7.53965E+18,Inteligência artificial do Google é capaz de descrever imagens | Google Discovery,Aplicação de visão computacional com OpenCV,Inteligência artificial do Google aprende a aprimorar fotos como nos filmes | Google Discovery,"SINAIS do FUTURO imediato: #1, internet das coisas",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,A saga do jovem CEO da Dasa
5.11112E+18,Engineers Shouldn't Write ETL: A Guide to Building a High Functioning Data Science Department,Lessons from Becoming a Data-Driven Organization,"Practical advice for analysis of large, complex data sets",Stop Trying to Monetize Your Data - Built to Adapt,The new tech talent you need to succeed in digital,Introducing the Data Science Maturity Model
-1.77111E+18,Braincast 207 - A Revolução das Máquinas Inteligentes,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,"SINAIS do FUTURO imediato: #1, internet das coisas",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Especialistas trazem tendências de UX para 2017 - KingHost,O manual do deboísta corporativo
8.416E+18,Real World Swift Performance,What to look for in a code review ,Swift Top 10 Articles For The Past Year (v.2017),Java 8 Streams - A Deeper Approach About Performance Improvement,Don't document your code. Code your documentation.,The Java 8 API Design Principles
-1.89785E+18,Your health insurance might score you an Apple Watch,Review: Apple Watch Series 2 | MacMagazine.com.br,Taking the Apple Watch Nike+ for a spin,Today in Apple history: 'Here's to the crazy ones...' | Cult of Mac,Lessons from Becoming a Data-Driven Organization,How Mobile Health Apps and Wearables Could Actually Make People Sicker
-2.16463E+18,"Machine Learning Tools Help Google Science Fair Finalists Find Lost Objects, Predict Breast Cancer Risk",Machine Learning Is No Longer Just for Experts,How real businesses are using machine learning,Google's Cloud Machine Learning service is now in public beta,"Google Cloud Machine Learning family grows with new API, editions and pricing",Why Deep Learning Is Suddenly Changing Your Life
-6.38003E+18,How the Communicator's Dilemma Made a 'Slack-lash' Inevitable,Building on Slack Saved Our Startup,IBM Watson is about to make Slack's chat bot smarter,Slack and Google announce partnership focused on better integrating their services,Slack swips at Skype with video calls and reaction emoji,Slack CEO Stewart Butterfield on the Future of Communication
8.24093E+18,IBM Watson: Talking To An Ad,IBM Watson is about to make Slack's chat bot smarter,Robô da IBM substitui 34 funcionários de empresa no Japão,"Apple &amp; IBM launch first 'MobileFirst for iOS' education app, IBM Watson Element","IBM e Visa transformam automóveis, eletrodomésticos e outros dispositivos conectados em potenciais pontos de vendas",Aplicações da Inteligência artificial | Endeavor Brasil
-8.99666E+18,Esse bot do Facebook Messenger te ajuda a estudar para o ENEM,O futuro das interfaces: Chatbots - Tableless,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Globo G1 lança Bot para o Telegram que te ajuda a estudar para o Enem,"SINAIS do FUTURO imediato: #1, internet das coisas",25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos
-5.40373E+18,Aplicações da Inteligência artificial | Endeavor Brasil,"Como a inteligência artificial já muda mercados, da gastronomia ao petróleo - Startupi",Especialistas trazem tendências de UX para 2017 - KingHost,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,"SINAIS do FUTURO imediato: #1, internet das coisas"
7.72737E+18,Demystifying Docker overlay networking,"Use Docker to build, test and push your Artifacts",Introducing Docker for Windows Server 2016 - Docker Blog,containerd - a core container runtime project for the industry - Docker Blog,Testing a new Drupal 8 installation with 2 Docker commands,​Kubernetes 1.4: One DevOps tool to rule all the containers | ZDNet
2.08151E+18,Chip Pro sequel to crowdsourced $9 computer sets its sights on gadget makers,New MacBook Pro is not a Laptop for Developers Anymore,The new 64-bit Orange Pi is a quad-core computer for $20,"Onion Creates a $5 Linux Computer with Wi-Fi, Designed for IoT Applications",Code.org 2016 Annual Report,Amazon takes on Skype and GoToMeeting with its Chime video conferencing app
2.71545E+18,'The Simpsons' celebrates 600 episodes with a VR couch gag,Client-side ranking to more efficiently show people stories in feed,Support Ended for Eclipse Android Developer Tools,trendwatching.com | 5 Trends for 2017 | TrendWatching,"Google anuncia Android Things, plataforma para a Internet das Coisas | Google Discovery",My experience with Google's Associate Android Developer Certification
-1.78774E+18,Laboratório da Disney cria robô que pula,"XP lançará robô que seleciona melhores investimentos para clientes, diz CEO",O que é benchmarking? Veja quando um concorrente se torna inspiração!,"SINAIS do FUTURO imediato: #1, internet das coisas",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,"Entrevista com Alejandro Formanchuk: ""Funcionário não é público interno - é ator extremo"" - Blog do Love Mondays"
-4.02478E+18,Using behavioral data to improve customer satisfaction,Banking Needs a Customer Experience Wake-Up Call,Lessons from Becoming a Data-Driven Organization,Stop Trying to Monetize Your Data - Built to Adapt,Salesforce adds some artificial intelligence to customer service products,The Complete Google Analytics Audit Checklist | Optimization Up
1.99293E+18,Google vai reduzir em 50% consumo de memória do Chrome | Google Discovery,"SINAIS do FUTURO imediato: #1, internet das coisas",O que é liderança? Liderança é fazer a diversidade funcionar.,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",Especialistas trazem tendências de UX para 2017 - KingHost,Como o Trello foi de 4 a 17 milhões de usuários
-4.19585E+18,Testing a new Drupal 8 installation with 2 Docker commands,"Use Docker to build, test and push your Artifacts",Drupal 8 CI/CD with Docker via Jenkins. Part 1: Integration,containerd - a core container runtime project for the industry - Docker Blog,Labelling automated builds on Docker Hub - Microscaling Systems,Introducing Docker for Windows Server 2016 - Docker Blog
-3.13018E+18,"XP lançará robô que seleciona melhores investimentos para clientes, diz CEO",Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,Especialistas trazem tendências de UX para 2017 - KingHost,Primeiro chatbot do varejo brasileiro no Facebook Messenger já está funcionando - Startupi,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,A saga do jovem CEO da Dasa
-3.05803E+18,The Java 8 API Design Principles,Java 8 Streams - A Deeper Approach About Performance Improvement,Most Interesting APIs in 2016: Cognitive Computing,The hardest thing in computer science,Using Microservices Architecture as API Enablement Strategy,The Ultimate Solution to Versioning REST APIs: Content Negotiation
-3.24823E+18,Debugging WordPress: 11 Powerful Tips and Techniques,Learn About the PHP Trends and Predictions for 2017,Speed Up a WordPress Website in 8 Steps,20 Awesome PHP Libraries For Early 2017,Exploited Script in WordPress Themes Send Spam,What to look for in a code review 
-8.27838E+18,Aussie Uses Arduino Chips To Roboticize a Ford Focus,"9 trends you need to watch at CES 2017, from 'AI' assistants to 'AR' devices",A smart home is where the bot is,What is Affective Computing And How Could Emotional Machines Change Our Lives?,"Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack",Introducing Ask a Female Engineer
